text,sentiment,platform,hashtags,country,timestamp,likes,retweets
Feeling down after not making the sports team. Disappointment lingers.,Sad,Twitter,#Disappointment #HighSchoolSports,USA,2023-09-14 18:20:00,34.0,17.0
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,Instagram,#CafeteriaDrama #HighSchoolTension,Canada,2023-09-15 14:15:00,41.0,21.0
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,Facebook,#AcademicFrustration #HighSchoolStress,UK,2023-09-16 17:30:00,38.0,19.0
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,Twitter,#LifeChallenges #HighSchoolStruggles,USA,2023-09-17 20:45:00,44.0,22.0
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,Instagram,#LonelyNights #HighSchoolEmotions,Canada,2023-09-18 22:00:00,31.0,16.0
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,Facebook,#StopCyberbullying #HighSchoolReality,UK,2023-09-19 15:15:00,27.0,14.0
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,Twitter,#BadLuck #HighSchoolWeather,USA,2023-09-20 12:30:00,35.0,18.0
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,Instagram,#MissedChances #HighSchoolRegret,Canada,2023-09-21 16:45:00,39.0,20.0
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,Facebook,#RumorMills #HighSchoolDrama,UK,2023-09-22 18:20:00,46.0,23.0
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,Twitter,#BadLuckDay #HighSchoolStruggles,USA,2023-09-23 14:15:00,50.0,25.0
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,Instagram,#SayingGoodbye #HighSchoolEmotions,Canada,2023-09-24 17:30:00,42.0,21.0
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,Facebook,#CollegeDreams #HighSchoolJourney,UK,2023-09-25 20:45:00,37.0,19.0
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,Twitter,#OnlineGaming #HighSchoolGamer,USA,2023-09-26 14:15:00,32.0,16.0
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,Instagram,#BadHairDay #HighSchoolConfidence,Canada,2023-09-27 17:30:00,36.0,18.0
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,Facebook,#ProjectStruggles #HighSchoolHardships,UK,2023-09-28 22:00:00,41.0,21.0
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,Twitter,#OnlineOpinions #HighSchoolCriticism,USA,2023-09-29 15:45:00,48.0,24.0
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,Instagram,#TechIssues #HighSchoolTech,Canada,2023-09-30 18:20:00,43.0,22.0
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,Facebook,#MissedMoments #HighSchoolRegret,UK,2023-10-01 14:15:00,39.0,20.0
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,Instagram,#StudyStrategies #HighSchoolExams,USA,2023-10-02 16:45:00,42.0,23.0
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,Canada,2023-10-03 12:30:00,50.0,26.0
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,Facebook,#BookClub #HighSchoolReads,UK,2023-10-04 18:20:00,38.0,19.0
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,Instagram,#BakingAdventures #HighSchoolBakes,USA,2023-10-05 14:15:00,43.0,21.0
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,Twitter,#Teamwork #HighSchoolProjects,Canada,2023-10-06 17:30:00,36.0,18.0
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,Instagram,#SchoolClubs #HighSchoolInterests,UK,2023-10-07 20:45:00,45.0,22.0
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,Facebook,#CareerDevelopment #HighSchoolJobs,USA,2023-10-08 15:15:00,48.0,24.0
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,Twitter,#SchoolEvents #HighSchoolConnectivity,Canada,2023-10-09 22:00:00,40.0,20.0
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,Instagram,#PhotographyJourney #HighSchoolHobbies,UK,2023-10-10 14:15:00,49.0,25.0
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,Facebook,#ScienceFair #HighSchoolScience,USA,2023-10-11 16:45:00,37.0,19.0
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,Twitter,#EfficiencyGoals #HighSchoolSkills,Canada,2023-10-12 18:20:00,44.0,23.0
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,Instagram,#CommunityService #HighSchoolVolunteer,UK,2023-10-13 12:30:00,39.0,20.0
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,Facebook,#TeamSpirit #HighSchoolProjects,USA,2023-10-14 17:30:00,35.0,18.0
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,Twitter,#DebateSkills #HighSchoolIntellect,Canada,2023-10-15 20:45:00,43.0,22.0
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,Instagram,#SurpriseParty #HighSchoolCelebration,UK,2023-10-16 15:45:00,52.0,27.0
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,Twitter,#CodingTriumph #HighSchoolTech,USA,2023-10-17 12:30:00,48.0,24.0
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,Facebook,#TalentShow #HighSchoolEntertainment,Canada,2023-10-18 16:45:00,38.0,19.0
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,Instagram,#NatureAdventures #HighSchoolFriends,UK,2023-10-19 18:20:00,42.0,21.0
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,Twitter,#SportsTriumph #HighSchoolAthletics,USA,2023-10-20 14:15:00,50.0,26.0
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,Facebook,#GlobalFriendship #HighSchoolCorrespondence,Canada,2023-10-21 17:30:00,45.0,23.0
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,Instagram,#ArtCollaboration #HighSchoolCreativity,UK,2023-10-22 20:45:00,43.0,22.0
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,Instagram,#ArtisticExpression #HighSchoolCreativity,USA,2015-11-10 16:45:00,44.0,23.0
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,Twitter,#AthleticAchievement #HighSchoolSports,Canada,2016-09-14 12:30:00,51.0,26.0
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,Facebook,#ScienceFairWinner #HighSchoolScience,UK,2017-08-18 18:20:00,39.0,20.0
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,Instagram,#SurpriseCelebration #HighSchoolFriendship,USA,2018-06-22 14:15:00,48.0,25.0
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,Twitter,#CommunityGiving #HighSchoolPhilanthropy,Canada,2019-04-05 17:30:00,42.0,22.0
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,Facebook,#CulturalCelebration #HighSchoolUnity,UK,2020-02-29 20:45:00,43.0,21.0
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,Instagram,#VirtualEntertainment #HighSchoolPositivity,USA,2020-11-15 15:15:00,47.0,24.0
